log_id,timestamp,hostname,src_ip,dst_ip,src_port,dst_port,protocol,action,bytes_sent,bytes_received,session_id,threat_flag,rule_name,geo_country
FW000023342,2026-08-27 15:18:41,WS-12306,192.168.169.151,10.218.24.0,135,53,tcp,allow,11449968,27864439,SID966597,False,UNKNOWN,US
FW000017368,2026/08/01,,999.999.999.999,42.204.111.2,8080,443,tcp,allow,20151418,3702855,NA,yes,,RU
FW000010549,,VDR-11426,172.16.143.171,130.206.218.147,25,445,tcp,allow,4421503,48090152,SID411174,False,UNKNOWN,unknown
FW000012427,2026-08-10T03:28:08,LPT-12813,10.154.251.,192.168.182.78,,75494,other,allow,37024005,1561545,SID426263,0,,IN
FW000017929,11/08/2026 00:52,WS-12350,192.168.113.48,10.119.15.0,443,443,tcp,allow,27746652,-30966661,sid920604,False,ALLOW_INTERNAL_DNS,IN
FW000014957,,LPT-12639,172.16.128.77,UNKNOWN,8080,53,tcp,allow,3223601,40485521,NA,False,block_tor_exit,
FW000007787,09-05-2026 06:17:50 AM,VDR-10759,999.999.999.999,192.168.146.129.0,-1,-4,udp,allow,26441065,34416500,SID352653,False,allow_office_apps,IN
FW000018497,09/09/2026,VDR-12684,10-64.183,192.168.12.216,53,3306,tcp,allow,4105697,38157931,SID370759,no,MONITOR_DB_ACCESS,
FW000020752,23/08/2026 04:39,LPT-12293,182.60.214.239,172.16.171.172,22,53,other,allow,,7525599,SID662447,False,MONITOR_DB_ACCESS,unknown
FW000010990,08-18-2026 05:54:39 AM,VDR-11581,172.16.191.4,192.168.146.112,135,8443,udp,allow,49937533,,SID765771,False,,IN
FW000010994,02/09/2026 07:20,VDR-11056,192-168.6.47,135.207.81.86,3306,NA,udp,allow,NA,-46837525,SID-510267,False,UNKNOWN,US
FW000004505,26-Aug-2026 23:59:40,WS-10128,121.232.77.112.0,64.225.165.198,22,8080,tcp,allow,,2827431,SID572055,False,UNKNOWN,IN
FW000001438,04/08/2026 04:17,WS-10214,10.10.170,24.87.37.164.0,25,66199,other,allow,34005799,-20501505,SID306100,False,allow_office_apps,
FW000015297,08-02-2026 06:47:12 PM,LPT-12522,172.16.254.14,10.79.140,8080,25,icmp,allow,32987091,NA,SID355884,False,DENY_TELNET,unknown
FW000024542,,WS-12716,60.126.40.181,10.44.77,8080,135,udp,allow,38486350,37949022,SID926009,no,BLOCK_EXTERNAL_RDP,
FW000012084,07-Sep-2026 13:59:47,WS-11168,192.168.25.162,149.221.46.195,8080,-3,tcp,allow,7630624,3969467,SID723143,N,,IN
FW000001232,2026-09-07 03:56:13,VDR-12352,217.213.148.48,184.166.134.242,-5,53,tcp,allow,43503744,2967356,SID671885,False,ALLOW_WEB,IN
FW000000532,2026-08-09 18:54:43,VDR-11128,195.216.7.175,192.168.21.74,8443,22,tcp,deny,40554455,7686062,SID-632010,False,allow_office_apps,
FW000023306,,WS-12812,10.26.158,44.58.194.240,443,8443,tcp,allow,NA,14620678,,False,ALLOW_WEB,
FW000005848,04-Sep-2026 08:56:30,LPT-11721,172.16.116.158,42-23.5.229,443,3306,other,allow,5263851,39108121,SID190414,False,MONITOR_DB_ACCESS,US
FW000028550,09-02-2026 10:22:19 PM,VDR-10715,172.16.36.18,192.168.184.5.0,445,135,tcp,deny,,31055795,SID117749,False,allow_office_apps,CN
FW000014276,2026-08-09 18:03:40,VDR-10335,137.11.207.221,78.150.34.65,83166,,tcp,allow,44577126,13433683,SID576083,N,UNKNOWN,IN
FW000003356,,VDR-11557,10.209.172,10.146.175,80,3389,other,allow,20341409,3271497,SID632055,0,ALLOW_WEB,
FW000009348,2026/08/06,LPT-10030,137.179.33.224,172.16.87.,25,3306,tcp,deny,21043056,31708009,SID986877,False,DENY_TELNET,
FW000012325,2026/08/29,LPT-11489,192.168.248.11,192.168.153.205,53,8080,tcp,allow,-5662535,30442782,sid575885,False,ALLOW_WEB,
FW000005803,,VDR-11224,172.16.178.238,172.16.203.7,,445,udp,deny,23166853,49854330,SID699175,False,BLOCK_EXTERNAL_RDP,RU
FW000015474,08-04-2026 08:00:13 PM,WS-11422,192.168.236.89,999.999.999.999,445,3306,udp,deny,-21197255,41628047,SID736507,False,ALLOW_INTERNAL_DNS,
FW000020524,20/08/2026 03:29,VDR-11947,127.20.178.15.0,,3389,80,tcp,allow,12642654,12072486,SID914989,False,,RU
FW000015681,2026/08/19,VDR-10123,10.227.39,10.134.193,1433,22,tcp,deny,36192971,20471290,SID644824,0,NA,US
FW000028279,06/08/2026 09:54,WS-10820,209.104.228.26,10.239.42,1433,NA,udp,allow,4992955,15290739,SID344356,False,ALLOW_WEB,unknown
FW000000176,2026-08-21T13:48:24,,190.65.36.231,10.230.80,,135,tcp,allow,41414112,1062674,SID833510,0,BLOCK_EXTERNAL_RDP,
FW000019571,1787268207,LPT-12903,42.245.124.113,10.60.81.0,NA,8080,tcp,allow,19023344,12451158,SID239664,False,allow_office_apps,US
FW000025098,2026-08-28T22:14:00,LPT-10821,97.75.22.190,192.168.98.122,53,3389,tcp,deny,33925,NA,SID791244,N,allow_office_apps,IN
FW000002931,,WS-12736,192.168.161.113,150.29.41.97,NA,22,tcp,deny,28692939,28458331,SID105835,yes,UNKNOWN,US
FW000017447,2026-08-16 23:02:39,WS-10591,10.90.133,UNKNOWN,3389,-3,tcp,allow,11502878,37245419,SID223254,False,,
FW000029896,,LPT-10717,172.16.49.89,192.168.31.98,76380,25,icmp,deny,-39333875,NA,,False,UNKNOWN,RU
FW000000745,2026-08-23 00:44:33,WS-11243,192.168.162.161,10.196.60.,22,8080,tcp,allow,20490207,26182553,SID180887,True,ALLOW_WEB,IN
FW000006418,08-20-2026 04:49:14 AM,VDR-11947,65.92.99.165,113.24.166.90,53,443,tcp,allow,10251727,5539992,sid877876,N,ALLOW_INTERNAL_DNS,
FW000007704,2026-08-25 21:41:50,,10-250.171,999.999.999.999,-4,,other,allow,20679334,8138463,SID996036,False,DENY_TELNET,IN
FW000022468,14/08/2026,VDR-11765,159.144.215.7,UNKNOWN,135,,other,allow,-18483767,24850186,SID-793064,no,ALLOW_INTERNAL_DNS,IN
FW000019986,,VDR-12665,138.90.171.206,192.168.32.175,445,,other,deny,34658779,-3604096,SID741754,False,UNKNOWN,
FW000017307,1786617406,LPT-12294,999.999.999.999,172.16.251.149,443,25,tcp,allow,39635261,NA,SID862781,0,block_tor_exit,unknown
FW000019826,2026-08-23 13:33:03,WS-10385,10.207.241,192.168.73.49,22,1433,tcp,allow,,42991281,SID385501,no,UNKNOWN,IN
FW000002520,1788062726,VDR-11585,192-168.64.115,172.16.176.41,NA,NA,other,allow,42405253,39024457,SID689315,N,allow_office_apps,CN
FW000013983,2026-08-17T20:55:27,VDR-12412,138.144.109.143,66.109.32.162,8080,443,tcp,allow,34291311,25890560,NA,N,MONITOR_DB_ACCESS,unknown
FW000026105,2026/08/14,LPT-11300,10.237.130,223.1.254.142,3306,,tcp,allow,-17775198,601735,SID547204,no,UNKNOWN,US
FW000006649,08-22-2026 02:39:00 AM,LPT-12639,49.196.227.23.0,10.158.135.0,3389,25,tcp,allow,NA,-31931071,SID-796189,Y,ALLOW_WEB,IN
FW000027904,,LPT-11658,,999.999.999.999,443,3306,tcp,allow,16638283,,,False,DENY_TELNET,IN
FW000017958,13/08/2026 20:18,LPT-12347,10.190.120,172.16.166.219,1433,22,tcp,allow,47736955,,SID-652043,False,block_tor_exit,IN
FW000008937,2026-08-23 16:31:08,WS-10865,UNKNOWN,192.168.79.193,,3306,udp,allow,46214482,2048142,SID815114,False,block_tor_exit,IN
FW000007721,10/08/2026 15:36,WS-10665,10-38.183,102.120.134.181,135,443,tcp,allow,5084389,7356967,SID334772,False,allow_office_apps,IN
FW000007096,08-09-2026 02:06:56 AM,LPT-10920,108.114.79.25,UNKNOWN,1433,1433,tcp,allow,46245160,17808598,SID-812237,False,ALLOW_WEB,unknown
FW000028069,11/08/2026,WS-10696,999.999.999.999,83.16.248.,-1,25,other,allow,30418641,-16293781,SID933589,False,block_tor_exit,
FW000001575,,VDR-11407,172.16.144.236,UNKNOWN,22,89215,tcp,allow,28755309,40516589,,False,MONITOR_DB_ACCESS,IN
FW000008651,09-03-2026 03:18:52 PM,VDR-10396,192.168.169.217,999.999.999.999,445,-2,other,allow,48915325,14295541,SID731621,False,ALLOW_INTERNAL_DNS,CN
FW000012569,,WS-10359,,172.16.135.203,80,85413,other,allow,33119259,41885678,SID404440,no,,CN
FW000005072,28-Aug-2026 20:19:25,VDR-12251,192-168.70.30,182.25.237.39,3306,53,tcp,allow,4571791,25942050,SID977762,False,allow_office_apps,US
FW000006128,08-21-2026 02:58:26 PM,LPT-12305,192.168.70.62,10.42.101,25,135,tcp,allow,38104155,11400718,SID341046,False,ALLOW_WEB,CN
FW000003224,2026-08-06 16:56:18,WS-10918,172.16.144.66,UNKNOWN,3306,8443,tcp,deny,,12515543,SID284810,False,ALLOW_INTERNAL_DNS,CN
FW000022547,08-01-2026 08:06:13 PM,WS-10517,172.16.140.30,188.47.135.149,8080,53,tcp,allow,27395040,NA,SID-799744,N,NA,RU
FW000016130,,LPT-12102,147-164.245.5,10.214.101,25,53,other,deny,10623807,6889144,,False,allow_office_apps,
FW000027475,2026-08-29 19:38:46,VDR-11066,172.16.194.137,223-167.214.22,8443,,udp,deny,,39172380,SID619280,no,NA,IN
FW000022325,2026-08-08 21:30:36,LPT-10646,172.16.236.84,218.157.195.207.0,1433,1433,tcp,deny,40459857,31869812,SID450192,False,UNKNOWN,CN
FW000006951,27/08/2026 03:53,VDR-10919,,52.206.2.212,135,135,tcp,allow,42846279,20469058,,False,allow_office_apps,IN
FW000008201,08-13-2026 02:59:23 AM,VDR-11650,192.168.39.254,192.168.48.50,8443,NA,udp,allow,39932475,5962065,SID206264,False,MONITOR_DB_ACCESS,CN
FW000013615,1788898501,LPT-11528,172.16.46.24,192.168.32.140,68418,445,udp,deny,37074383,8781468,,0,NA,CN
FW000024163,03/09/2026 01:51,LPT-12203,172.16.203.240,43.245.217.120.0,-3,25,other,allow,26162666,34428208,SID670149,False,ALLOW_WEB,
FW000008059,2026-08-06T10:01:27,VDR-10322,172.16.103.54,192.168.228.,135,8080,other,deny,,NA,SID231912,False,NA,RU
FW000012775,2026-08-19T16:02:01,LPT-12729,10.117.14,,1433,NA,other,allow,NA,42567769,sid661287,0,UNKNOWN,IN
FW000025864,2026-08-26T10:07:23,VDR-12415,10.150.140,10.35.170,3389,22,udp,allow,4194232,,sid200141,False,BLOCK_EXTERNAL_RDP,RU
FW000024282,2026-08-23 23:20:50,WS-11896,172.16.91.235,172.16.106.30,1433,8080,tcp,allow,16878443,4612330,SID103854,False,UNKNOWN,IN
FW000009049,1785884253,WS-11196,10.7.134,192-168.151.109,445,135,other,allow,19415336,21469983,NA,False,DENY_TELNET,IN
FW000002128,08-24-2026 01:47:21 PM,WS-10338,172.16.131.90,105.78.123.176,8080,135,tcp,deny,43993313,6789439,SID703213,0,DENY_TELNET,US
FW000029372,1788767868,LPT-12517,158.112.23.234,10.50.113.,3389,NA,udp,allow,31385787,-29103846,NA,False,MONITOR_DB_ACCESS,unknown
FW000016108,,WS-10394,10.171.172,999.999.999.999,3389,3389,other,deny,27964426,6673043,SID864467,N,MONITOR_DB_ACCESS,RU
FW000023461,02-Sep-2026 22:03:01,LPT-10125,192.168.187.,10.150.84.,22,80,icmp,allow,15180820,23050536,NA,False,block_tor_exit,RU
FW000010506,2026-08-09 06:12:45,LPT-11704,192.168.80.1,209.37.237.84.0,25,53,udp,allow,49147280,18853396,,N,BLOCK_EXTERNAL_RDP,RU
FW000020343,19-Aug-2026 12:56:17,WS-11153,150.110.116.53,999.999.999.999,68118,1433,tcp,allow,-625704,NA,SID971127,Y,,IN
FW000028509,2026-08-17T05:41:55,,10.121.127,179.238.154.159,445,8443,tcp,allow,11382653,4324659,SID-673658,False,allow_office_apps,
FW000021229,2026-08-29T21:05:22,VDR-10605,69.88.235.49,172.16.56.63.0,445,NA,tcp,allow,49061659,NA,SID560648,N,DENY_TELNET,IN
FW000003245,08-30-2026 01:51:03 AM,LPT-10815,172.16.163.76,192.168.186.198,3389,3389,udp,deny,7207553,1508389,SID174040,False,DENY_TELNET,IN
FW000011741,05-Aug-2026 03:35:34,VDR-12177,192.168.213.,10.65.98.,84822,8080,other,allow,46944747,22096380,SID568674,False,UNKNOWN,RU
FW000004958,02-Aug-2026 05:26:46,,UNKNOWN,10.238.181,1433,8080,tcp,allow,28155532,19720947,SID735114,False,DENY_TELNET,IN
FW000027909,02-Aug-2026 19:08:41,,192-168.28.166,10.66.59,443,69987,tcp,allow,21319337,3670648,SID804080,no,UNKNOWN,IN
FW000021045,2026-08-12 18:38:58,LPT-12109,10.145.95,,80,22,other,allow,45125128,NA,,False,ALLOW_WEB,
FW000010501,2026-08-18T04:59:04,LPT-11902,10.158.126,10.242.228,-3,445,tcp,allow,3328831,33461552,SID667800,False,NA,IN
FW000025857,,VDR-11407,192.168.103.,65.171.210.63,-2,445,tcp,allow,-16273916,46619801,SID189395,False,ALLOW_WEB,
FW000027320,08-20-2026 06:25:38 AM,WS-11871,192.168.175.226.0,,80,-4,udp,deny,15256652,22034585,SID955055,N,allow_office_apps,RU
FW000005358,2026-08-21T20:28:14,LPT-10235,55.145.2.157,10.78.101.0,94883,88429,tcp,allow,-12983955,34305901,SID785607,yes,UNKNOWN,
FW000019037,2026-08-16T10:00:52,VDR-11712,10.63.136,172.16.160.178.0,3306,22,tcp,deny,NA,11152054,SID725414,N,,IN
FW000011236,31/08/2026 11:13,WS-10760,10.149.49.0,178.169.85.204,79736,8443,tcp,allow,47319896,26051402,SID652764,False,block_tor_exit,
FW000027288,2026-08-21T00:34:21,,172.16.104.112,172.16.41.202,135,443,tcp,allow,38899805,40865920,,False,DENY_TELNET,unknown
FW000020592,2026-08-31 17:30:35,WS-10946,999.999.999.999,192.168.16.66,443,80,tcp,allow,23463853,15146003,SID287201,N,block_tor_exit,RU
FW000008035,08-13-2026 12:49:54 PM,VDR-10510,10.121.116,192.168.48.49,445,3306,other,deny,46400617,17961806,SID166019,False,MONITOR_DB_ACCESS,
FW000014973,04/08/2026 01:01,WS-11706,149-29.157.200,32.135.113.104.0,53,3389,icmp,allow,-6957760,23081472,,False,,IN
FW000003020,2026-09-08T14:15:38,WS-10225,180.252.161.210,80.231.215.63,8443,3306,tcp,allow,10330138,NA,SID223811,False,NA,
FW000001234,2026-08-09T10:36:29,WS-11517,,172.16.62.5,,443,other,deny,22085760,-32356783,,False,allow_office_apps,RU
FW000006771,2026-08-28 11:22:54,LPT-12183,21.145.221.252,UNKNOWN,8443,72719,udp,allow,8530954,40172083,SID560196,False,ALLOW_INTERNAL_DNS,RU
FW000007729,,VDR-12163,192.168.181.215,10-211.42,80,,other,allow,-5060336,NA,sid800496,True,ALLOW_INTERNAL_DNS,US
FW000012246,2026/09/08,VDR-11377,UNKNOWN,221.93.133.234,,22,udp,allow,23103783,38239237,SID665497,False,BLOCK_EXTERNAL_RDP,
FW000010000,08-07-2026 04:31:46 AM,VDR-10529,172.16.26.83,109.114.24.152,3389,22,other,allow,35395105,1550333,SID170201,False,DENY_TELNET,IN
FW000009294,2026/08/10,LPT-12766,193.34.223.44,210.126.112.225,80,135,tcp,deny,37853593,31241726,,False,UNKNOWN,RU
FW000000425,05/08/2026 22:33,LPT-12007,10.230.123,172.16.249.16,25,25,udp,allow,11171882,6738713,SID491172,False,BLOCK_EXTERNAL_RDP,US
FW000022630,04/08/2026 23:28,LPT-12322,192.168.219.247,25.51.168.178,135,8443,tcp,allow,35782072,42770289,SID523628,False,DENY_TELNET,IN
FW000027443,10-Aug-2026 09:49:53,WS-11873,48.243.17.75,112.194.38.42,1433,,udp,deny,18740876,39877284,SID473167,no,NA,CN
FW000015427,1788597598,LPT-11810,81.50.212.86,UNKNOWN,8080,3389,tcp,allow,48370810,NA,SID989301,0,ALLOW_WEB,IN
FW000000810,,VDR-10208,10.15.182.0,214.230.9.248,3306,22,tcp,allow,11439214,46935770,SID701543,N,,CN
FW000013531,2026-09-06 05:53:02,LPT-10144,104.203.38.,192.168.86.54,443,445,tcp,allow,13308637,46825348,SID346167,N,BLOCK_EXTERNAL_RDP,CN
FW000018990,13/08/2026 04:54,LPT-12885,10.200.249,173.19.169.79,3389,53,icmp,allow,48486154,3282042,,True,allow_office_apps,IN
FW000024155,2026-08-25T13:06:45,LPT-12102,10.31.232,140.128.183.234.0,8080,22,tcp,allow,25679626,38777012,sid308665,False,DENY_TELNET,RU
FW000015428,2026-08-30 14:25:35,LPT-10968,UNKNOWN,172.16.120.,53,8443,other,allow,NA,NA,SID667860,yes,NA,IN
FW000003342,1787894134,,UNKNOWN,10.21.33,25,80,tcp,allow,22087328,,SID742127,False,MONITOR_DB_ACCESS,US
FW000026850,09-Aug-2026 02:03:10,LPT-10821,172.16.57.,132.147.209.,445,25,tcp,allow,23278696,24546847,SID282188,True,UNKNOWN,CN
FW000024878,13/08/2026 23:28,WS-11530,172.16.24.252,999.999.999.999,3306,0,tcp,allow,,42271660,,no,DENY_TELNET,CN
FW000010057,2026-08-07T03:34:51,LPT-10104,10.125.143,81.53.248.94,445,8443,tcp,deny,41597009,6925963,SID951103,N,ALLOW_INTERNAL_DNS,IN
FW000021420,,LPT-12968,10.207.44.0,,22,135,tcp,allow,49633636,44390117,SID680228,False,,IN
FW000021863,20/08/2026 10:31,VDR-10404,10.173.61,167.136.212.,53,-1,tcp,allow,39418964,19814745,,False,DENY_TELNET,RU
FW000011816,,,192.168.246.225,10.46.62,53,1433,tcp,allow,337014,8278529,SID176823,False,UNKNOWN,
FW000006035,30-Aug-2026 09:16:58,WS-10995,192.168.147.28,177.8.216.183,8080,-2,other,allow,29816384,-16790541,SID700739,yes,allow_office_apps,IN
FW000000715,08-Aug-2026 19:57:13,WS-11458,172.16.62.101,67.91.236.217,8080,22,tcp,allow,12762121,NA,NA,False,NA,IN
FW000007949,08-05-2026 08:20:02 PM,WS-10683,172.16.154.121,172.16.44.170,68580,1433,other,allow,9273989,21805232,SID400842,N,block_tor_exit,RU
FW000011256,09-01-2026 09:12:44 PM,WS-12447,192.168.80.254,10.240.236,25,25,udp,allow,14126156,NA,SID306301,no,UNKNOWN,RU
FW000008688,12/08/2026 20:25,VDR-12040,172.16.135.34,172.16.143.149,445,443,tcp,deny,24726794,9563013,SID-561845,N,MONITOR_DB_ACCESS,IN
FW000002549,,WS-12469,,192.168.249.139,8443,3306,udp,allow,7026455,4944619,SID359562,False,,RU
FW000001930,2026/09/09,LPT-10797,192.168.50.117,192-168.114.158,25,3306,tcp,allow,39866509,,sid441187,no,ALLOW_WEB,IN
FW000012340,,WS-11897,10.246.195.0,29.121.162.,1433,-3,tcp,allow,46944569,NA,SID772798,False,BLOCK_EXTERNAL_RDP,
FW000025866,1787024997,WS-12909,999.999.999.999,208.205.5.193,53,3389,udp,allow,49853876,1716398,SID713164,False,MONITOR_DB_ACCESS,
FW000021668,02/09/2026 18:41,LPT-12719,172.16.133.246,192.168.4.138,135,8443,tcp,allow,42206705,,sid784092,False,NA,CN
FW000009898,08-15-2026 03:30:03 PM,,999.999.999.999,192.168.13.245,8080,443,tcp,allow,14111776,8663470,SID839871,N,UNKNOWN,
FW000029598,08-03-2026 04:56:27 AM,LPT-10094,10.4.214.0,60-139.210.117,NA,53,tcp,allow,10343547,-7437890,SID-678040,0,,CN
FW000002609,08-13-2026 11:45:01 PM,WS-10747,172.16.71.70.0,192.168.236.105,53,3306,other,deny,28871273,23121100,SID908040,False,UNKNOWN,CN
FW000029537,2026/08/20,,156.187.95.226,13.33.82.254,94557,445,tcp,deny,44589565,16112120,,True,NA,RU
FW000011859,09-06-2026 04:07:17 AM,WS-11460,10.250.83.0,206.0.105.197.0,22,135,udp,allow,49640796,11796170,SID199027,False,allow_office_apps,CN
FW000022751,17/08/2026 11:35,VDR-12934,48.213.159.234,192.168.9.43,53,76937,other,deny,31486975,NA,SID-250105,False,UNKNOWN,RU
FW000018774,2026/08/06,WS-10376,108.139.215.,999.999.999.999,-3,135,tcp,allow,15091824,,SID681895,N,NA,
FW000013742,2026/08/21,LPT-10101,172.16.77.,10.106.111.0,53,80,udp,allow,6381388,40110734,,False,UNKNOWN,CN
FW000004569,,LPT-12275,10.224.231,192.168.59.194,445,22,tcp,allow,39611114,23715734,SID473086,False,ALLOW_WEB,CN
FW000017320,08-Aug-2026 16:40:43,LPT-12402,192.168.183.84,172.16.56.79,135,22,other,deny,,41816158,SID542139,no,block_tor_exit,
FW000009850,08/09/2026,WS-11987,,999.999.999.999,3306,445,tcp,allow,NA,34463806,SID715720,0,DENY_TELNET,RU
FW000019496,2026/08/04,VDR-12519,10.5.132,10.135.157,25,445,tcp,allow,41558149,10734037,,False,allow_office_apps,CN
FW000006600,,VDR-12251,10.195.122,154.201.190.23,443,443,other,deny,48166549,19198123,SID239567,False,allow_office_apps,IN
FW000001848,08-21-2026 12:47:02 PM,WS-10027,172-16.101.210,UNKNOWN,3389,8080,udp,allow,42550961,4183818,SID849206,N,ALLOW_INTERNAL_DNS,
FW000017330,,LPT-10304,172.16.138.201,192.168.93.24,8080,80067,tcp,deny,33614659,45885231,SID804826,False,ALLOW_INTERNAL_DNS,RU
FW000025598,23/08/2026,LPT-10728,10.70.168,97-163.255.196,135,135,tcp,allow,12993518,33004945,,False,MONITOR_DB_ACCESS,RU
FW000002189,12/08/2026 18:53,LPT-10670,10-143.115,192.168.55.,135,80,udp,deny,21254256,6310130,SID110091,False,ALLOW_INTERNAL_DNS,CN
FW000020000,2026-08-16 07:00:32,VDR-10146,10.213.140,103.194.35.,NA,8443,tcp,allow,NA,4571791,,True,ALLOW_INTERNAL_DNS,IN
FW000018512,1786859018,VDR-10917,10.115.225,123.220.224.218,445,3306,tcp,deny,9753289,NA,SID229674,False,allow_office_apps,RU
FW000012551,09/08/2026 06:57,VDR-10300,192.168.61.168,192.168.77.29,8443,445,tcp,allow,7705528,27838440,SID637889,False,,US
FW000020266,1787718301,WS-12166,109.110.93.9,172.16.159.252,135,NA,udp,allow,4353918,17771981,SID580215,N,block_tor_exit,US
FW000002782,1788126821,LPT-12183,172.16.196.213.0,145.72.4.184.0,,53,other,allow,34871873,9197844,SID225096,False,allow_office_apps,RU
FW000028670,2026/08/04,VDR-11021,26.135.54.,145.125.184.64,3389,,tcp,allow,28787071,25701191,SID682030,yes,ALLOW_INTERNAL_DNS,RU
FW000007707,2026-08-22T14:21:41,LPT-11741,192.168.16.243,172.16.116.60,8443,25,other,deny,11735443,33354239,,False,NA,CN
FW000025201,1788033485,LPT-10459,107-98.228.130,17.98.166.162,89177,73232,tcp,allow,11778251,18218001,SID201355,no,block_tor_exit,
FW000028438,12-Aug-2026 20:24:20,LPT-12133,172.16.208.64,172.16.38.44,80,8080,tcp,deny,35219279,40294901,SID797979,False,,
FW000013060,08-10-2026 02:50:10 PM,VDR-11999,10.179.82.,172.16.194.168,3389,,tcp,allow,14409687,588934,SID963327,False,MONITOR_DB_ACCESS,RU
FW000021402,1787496198,LPT-11880,172.16.249.25,10.251.69,3306,3306,udp,allow,10223531,8283750,SID166357,False,ALLOW_INTERNAL_DNS,US
FW000015271,2026-08-24T06:30:33,WS-12701,22.218.86.80,19.229.220.109,80,,other,deny,34540441,19469535,SID316513,False,,unknown
FW000005613,,LPT-10306,192.168.57.125,172.16.196.5,443,53,icmp,allow,36738563,NA,NA,False,,unknown
FW000023745,22/08/2026,VDR-10743,172.16.23.135,10.217.241.0,83901,135,other,allow,15554497,8530145,SID645581,False,,IN
FW000018621,05-Sep-2026 11:51:57,VDR-10715,UNKNOWN,192.168.254.75,8443,8080,tcp,allow,4255136,40610743,SID113914,False,DENY_TELNET,
FW000023084,05/08/2026 01:57,LPT-10909,44.242.228.129,192.168.236.128,445,80,udp,allow,20806809,25649315,SID323957,N,,
FW000028798,2026-08-10 20:20:25,VDR-10165,81.233.14.59,203.106.91.12,80,53,tcp,allow,2678200,10813130,NA,False,NA,IN
FW000019794,08-31-2026 07:03:34 PM,VDR-11874,172.16.25.75.0,10.114.252,3389,3389,udp,allow,11619134,38121707,sid858797,no,MONITOR_DB_ACCESS,US
FW000014659,18-Aug-2026 02:22:57,VDR-10485,192.168.125.158,10.100.143,443,443,other,allow,37822374,23364718,sid369030,False,NA,unknown
FW000022201,09/09/2026 07:22,LPT-10957,192.168.22.,192.168.51.240,445,25,tcp,allow,32662135,4612159,NA,True,DENY_TELNET,CN
FW000025717,08-14-2026 06:18:31 PM,WS-11944,192.168.72.94,,53,80,tcp,allow,46617334,15560867,,0,UNKNOWN,IN
FW000010983,,WS-10784,13.59.113.,201.194.215.236,135,8080,other,allow,35134095,18470250,SID240694,False,block_tor_exit,RU
FW000019148,2026-09-03T20:43:05,LPT-12520,,91.176.169.68,53,8443,udp,allow,,27996866,SID103233,False,UNKNOWN,US
FW000007257,,,172.16.127.159,74.66.167.134,8080,NA,udp,allow,20122789,30094131,SID242389,False,NA,IN
FW000013628,2026-08-25T17:39:30,WS-11624,88-80.36.92,191.114.188.232,53,,tcp,allow,5500784,17981996,SID858544,False,NA,IN
FW000026704,2026-08-09 03:14:03,,192.168.162.,195.76.95.11,NA,,other,allow,41119725,46369957,sid300412,False,,
FW000005929,2026-09-03 19:26:31,LPT-10160,187.46.130.93,70.88.207.73,,25,tcp,allow,14049439,14297031,SID519938,False,ALLOW_INTERNAL_DNS,unknown
FW000001834,08-15-2026 02:55:16 PM,WS-11098,999.999.999.999,172.16.210.132,22,135,other,allow,38373012,-13004311,SID358420,False,allow_office_apps,unknown
